bacterial_count,somatic_cell_count,status
86043.27795304029,4952.355380564411,0
36384.490068005674,36917.45823464325,0
259288.72158112144,28020.548188517336,0
662114.4292297927,93360.7834329664,0
307316.47605760244,61090.669840117385,0
209633.9169197986,59279.77614692348,0
288495.6978614061,86909.06816459727,0
667778.5892805945,24271.47017549908,0
288200.215521369,95503.65682062846,0
494470.3401821338,89713.02407687281,0
639689.4377091882,48277.07260132685,0
700081.0318728635,75040.12007165083,0
686104.4722742813,30234.063001367027,0
706143.45432144,815.6872498463418,0
463223.10866941157,3794.8681832694397,0
141320.0880686064,14950.454772795241,0
235154.22658111094,47286.84327657801,0
345353.327383012,33828.41555638773,0
591877.3233802748,22434.062125394183,0
169422.64233027212,95117.04161520812,0
275150.2548908051,13680.669788985844,0
151353.78026533284,23272.218234157604,0
603697.5535901642,80994.243191151,0
656887.8821862559,85921.05556613405,0
322856.347349164,33274.497228308865,0
376910.55667930795,75552.24485504375,0
551471.9704631068,9459.764132810033,0
365668.8722011505,12157.058113499465,0
238645.98523755497,66456.93083878623,0
317489.7096040872,83622.18094031975,0
396802.5516730079,32562.328238292026,0
223800.67709295204,99744.29738421021,0
171396.51747559317,94541.73156713268,0
142216.32820155733,99306.196611809,0
701380.1248168903,92743.15097977853,0
117295.01950026186,27908.92178501989,0
395290.26852911006,49792.362198883544,0
505484.98468556505,89291.72899961707,0
460983.0375013223,45692.337193982516,0
56327.55309428869,22815.19688823942,0
579403.2117231076,20787.097022391354,0
739053.8165905285,36897.00707428113,0
332511.106636719,11985.552266732058,0
267985.3075608519,42632.11924901513,0
167153.79058162184,99369.79706120655,0
628340.4828160901,74489.6392490366,0
16321.862466868648,22690.92521413164,0
738697.9712192809,71464.31674910018,0
194373.0520607476,36148.44134101939,0
517239.1732869887,86020.1238917421,0
581775.2453890789,61355.88881673608,0
560254.822601337,49152.63625219309,0
594162.3370513705,15504.699917055665,0
237268.4619348086,81068.9477321813,0
128567.95920726623,21408.44013741463,0
351165.405017404,69185.0895590236,0
145428.9207385155,60808.8144333301,0
526038.2667139978,88418.91053008563,0
342568.77119373204,18529.906056390344,0
420878.2625538536,84113.47987313033,0
200526.79872303898,57077.8322132914,0
132868.19803555758,19061.76522876245,0
311064.2438838551,75823.61062873433,0
638234.2187178299,57301.94731013808,0
206924.79776464173,4410.6113354481895,0
479904.30206518294,4291.332428383709,0
469137.92854670744,35218.96999377836,0
87178.37520340057,89141.93639190277,0
623780.2486445482,17905.050744477023,0
686813.2134196643,68726.99999576187,0
392290.00278986304,4806.585480991599,0
188446.294629271,67880.37192666285,0
394954.87330897094,68927.9226611252,0
346213.45584131096,58704.865169431716,0
115471.77150892495,29790.298028633046,0
205288.3274934538,18744.648551820188,0
252007.12403998498,31467.229586295496,0
255680.12246467316,54566.99939534789,0
717305.7801965441,89768.7924064252,0
269145.7520212588,61657.27190340499,0
187263.71101350957,79442.83753427543,0
413555.78919905814,45492.28885875218,0
738918.6240543058,20986.965039873594,0
39946.92953171114,39147.35936495448,0
487459.0700045771,45522.714763474956,0
555639.9487531885,74877.08079861024,0
382630.9950000268,46508.27632714577,0
549168.7843212103,53172.89486321889,0
70257.31592131717,2998.5640419418423,0
150912.61547840587,55973.915994190305,0
448715.92471330264,92320.9906060804,0
495482.9601229029,35633.4755049846,0
252187.0822041064,89764.23736165778,0
66245.62066661518,37925.654946570685,0
326182.3285702428,75811.56289433996,0
560229.2455381554,4517.571328660053,0
400042.3851839101,84490.75592546198,0
484893.4573517967,97426.63087290108,0
280594.2463041832,9473.730439370087,0
512062.3150144969,9170.836484825806,0
258844.9820265727,67833.98579025571,0
406195.82112486486,12582.71626854317,0
372532.9922432349,67493.56691920951,0
307662.2547786078,76561.94488020157,0
7502.998031650776,38935.53421107022,0
445113.06540700863,20278.81982334663,0
353248.4940643014,60403.4861837109,0
275231.9467726751,44792.38192293139,0
280186.32454736956,48309.605053389685,0
382312.7232096428,26890.73422084598,0
358744.8839926333,19419.36235573447,0
4707.733886363308,34146.22690515166,0
405498.16259177384,47035.7956365962,0
450778.08541476366,94812.1888847163,0
297192.2988702654,9009.336467163865,0
255305.7403597629,22748.68636935846,0
293513.85419132945,62808.44982085655,0
155108.45286634695,79638.33193651754,0
512060.96230947756,99010.31293052403,0
560422.0605808554,2438.779561037485,0
80778.3747471206,76730.90936402662,0
311114.4825530843,95071.24736465723,0
725600.6421013275,69313.91862269622,0
496586.48912787216,22974.933644854078,0
716879.201733432,88574.03793765871,0
540707.6341296728,92227.64218620946,0
240343.48768291218,98082.79535701885,0
374073.9438663599,82566.77569317451,0
144448.76524377815,12779.376603135162,0
238202.66241519921,20518.275377380156,0
586922.0171954293,85218.12281814784,0
231482.53802613536,69028.24858091054,0
421789.88714085077,86949.43841579206,0
18293.980167313817,55020.312922896774,0
537039.9692187507,58842.47570025616,0
395586.3160747249,71910.85334233644,0
594108.6108162486,62540.399635826725,0
558008.1653194166,5458.453925495277,0
705476.6785928776,45841.185629613,0
543565.7410180346,45019.41929253539,0
328056.6321721389,11576.917036716894,0
141141.0272768667,21773.443200124497,0
671439.8314062383,41725.84095227489,0
172566.49546173585,46397.3266004545,0
61774.354904102656,12626.48692024252,0
114733.0505199159,11259.506261443143,0
46910.38578268578,84248.46968868811,0
140146.89231552955,89991.09716357841,0
435429.52001615136,27293.423203077262,0
95687.57951231251,65521.3773939877,0
406165.15302517713,51003.39002281573,0
270371.3252080475,4242.38743688109,0
34149.14705903338,27742.632382347354,0
424426.8999176521,84843.53285145383,0
60691.201805234654,42765.28659051871,0
233824.68817810292,89906.8278230235,0
415311.1075931494,36655.896293756705,0
350257.433552919,24336.97120836227,0
254583.00988318742,26906.62562137338,0
673736.5630250633,94725.08343898141,0
446212.7552717672,45261.22483444467,0
114674.95877587167,74515.35187760172,0
141907.59695319497,13801.808382728497,0
399683.4211683232,11970.768992160363,0
71358.93159279808,70583.29789741623,0
380820.03394038085,34849.729401384546,0
437239.800166087,36573.65818443587,0
241919.98421963005,19258.516785354186,0
690790.3427456669,69442.09803698727,0
382171.0988335071,91519.71036230391,0
486531.03982953506,5086.706127666829,0
328052.2012715921,58129.150658052466,0
645100.550970953,14358.368170674717,0
83881.25166812385,92946.80534896842,0
692182.0240710245,97873.46536100574,0
279153.64931594016,88383.18922993646,0
592024.9073314058,18676.761214874725,0
532242.142806206,19330.7896089444,0
241055.22147673642,27424.32161541668,0
457874.87103642896,5363.098439016622,0
744953.2164055159,22484.483077632078,0
562922.7580111461,49097.08197032654,0
705696.5720630203,14739.923178477777,0
181950.40723810176,53970.575840518795,0
201822.75583276604,65492.961149758725,0
683994.1284587116,71600.5240318141,0
259602.79707505455,52746.320228838136,0
144758.55829982928,72438.64512041234,0
481663.32524605707,20360.27551911772,0
13197.730403982921,4779.726244900784,0
348065.8215786222,26962.433990873935,0
559640.7118958212,46549.798093512516,0
184197.6654526247,35361.37527418595,0
427788.9057011541,37833.01700533226,0
367180.2737472679,15574.084648406317,0
711429.5674964649,84262.8715452933,0
728585.9156263339,81776.18075856585,0
163731.15433747592,34414.56457131446,0
718660.2107332164,4427.991394606867,0
198756.44012188446,5900.8183696583565,0
421375.9230508634,81934.24701183714,0
431955.270464203,92278.00540437773,0
533396.5531527913,90818.75420269696,0
487345.6007159017,34717.566634664756,0
400894.3738890745,2810.604479635148,0
262762.0195061242,60.21545249266236,0
389009.31998919876,14493.430285500364,0
297499.36533416697,24424.884817528557,0
159232.56403767224,17564.44409099682,0
574374.1095122133,66783.40738469602,0
199150.2558981737,74703.88540968015,0
572743.5254515697,70072.33849860707,0
607258.1397552823,6818.121150940859,0
204552.60967089335,8865.258641837681,0
698897.4294510224,24192.4546389785,0
107626.17096009111,81241.83242292034,0
66766.67776644925,79318.35264592378,0
626588.3699870371,42914.79376242284,0
124304.37698085998,64205.78016637256,0
243754.01253715417,66287.0609087292,0
743596.7631000596,7483.136946023894,0
159501.7567719027,24596.0084321313,0
619806.6618268496,4006.05219372453,0
630304.1712679525,51000.776202118126,0
356825.83226097963,72396.54570492788,0
583457.2376881519,87293.37000429642,0
425715.0222884251,90890.71562636613,0
543464.7907914792,70669.55838826264,0
705256.8788053138,2651.8580852889386,0
170441.66346004253,30806.862628639952,0
715696.49482856,48977.73442451955,0
562330.5778911954,56889.14979448722,0
111085.55033052372,40714.27959112806,0
636650.0562099196,75257.71423713757,0
39720.99825503522,37222.25700091496,0
184210.45468684062,51212.51415808442,0
336558.84762967797,98552.6660140337,0
672437.0868482399,82955.94690797826,0
155699.71086379487,95583.2894190756,0
236761.88518160878,63332.392704309634,0
538871.6993706418,79923.42688180465,0
504470.6943200299,36874.82600098647,0
296136.07854138163,9842.935140410136,0
156755.20422313307,25934.586109276446,0
578917.5161694504,27495.878882831836,0
190705.92345618995,58080.31520326822,0
598354.0825714824,33022.12634954419,0
659594.4580573199,48284.84782750096,0
732085.1620242733,30896.705545089597,0
187322.48094297454,96569.47713694086,0
649185.3444356454,17217.365735464708,0
265879.08089167735,30885.721984157954,0
711945.0450537312,27819.413601315733,0
440567.25564138894,32983.20348841818,0
527877.8992404329,51346.70706420699,0
174149.01977244302,36461.94672230269,0
698729.4439702448,69421.26524947595,0
698174.9494536887,10022.381221387832,0
391672.6887351634,13684.3233943862,0
426857.997807692,47404.94559433482,0
589816.4904323685,6679.540370595038,0
183770.1006149291,1993.097216818318,0
364579.4303244713,25010.502590017746,0
70105.60697586146,11122.53343503261,0
383493.3791930701,82101.41178721483,0
242026.90086724985,41214.77047190573,0
63468.88976526233,95364.12870408234,0
32809.41411083061,82652.58360462154,0
711645.2367348698,54727.21056458436,0
224687.0786996304,86002.13990599301,0
468363.7356955585,5438.346538673378,0
233013.21815204356,35718.73273448702,0
355204.5101560326,1540.1871939552448,0
969.2121340073301,44352.3458615256,0
496883.2722817311,39983.99438536786,0
639078.9412509373,42229.60631719732,0
418265.2657739455,5590.14934718316,0
621724.1978600329,65159.7026889146,0
10911.832637591046,29291.77073175797,0
124807.5748181637,18892.797699472496,0
478039.8777852684,79666.27954960617,0
205040.46367348387,79448.01605815912,0
318959.82661367394,57213.71837227822,0
248117.48405797465,21944.873300973853,0
61260.73319436803,57440.285535637006,0
566062.9058229371,84177.55808864173,0
732077.5565273406,34962.67931579729,0
428044.4616980205,45567.93284525896,0
452425.13704198756,85175.18387620954,0
247890.5906727723,32558.339450527284,0
114135.43278722954,71107.54693638523,0
154274.04217893936,17401.776713179483,0
128825.96936063864,14938.567202254271,0
593126.9650442663,19702.04948510712,0
621274.0967797322,56954.1017405966,0
446373.483827696,43544.9906067087,0
677768.2789822131,86602.82690076437,0
66797.79623656606,47999.40864728962,0
364680.2626835934,58149.24932671351,0
299002.92403801833,60228.849874771055,0
522718.25289679493,30351.39528455013,0
401158.0449474856,77791.27543095789,0
86323.96308749987,36701.92303462678,0
687178.6710910612,74306.67476088963,0
11677.421422026435,31384.598507303162,0
435308.6443184822,32605.76456534653,0
425756.031723802,33452.64635341882,0
406960.75622971274,67874.51233795389,0
726222.9157849927,6286.400967150263,0
34195.38090407939,87379.37797507833,0
82797.37253655905,26542.008072785273,0
536300.9382233139,76885.58245051396,0
411922.73429224495,74647.3142400185,0
165014.0144787783,96776.8978602692,0
558242.2241822397,57916.2944117177,0
30711.009797254163,57772.20921097346,0
58532.959066808915,81997.80548300421,0
693022.4083214309,56069.53327493381,0
52359.87179091453,45582.30652259717,0
707975.1267034623,16603.816796409643,0
470977.53280624765,11045.498326844572,0
323753.26333719096,29692.34666048729,0
68613.92541190561,17650.672313441373,0
60211.10959945425,25416.021747677918,0
137910.49712466804,30309.2353028657,0
315743.64504527947,53833.71421991126,0
202220.6357419268,4213.551661640691,0
234872.3761180762,42756.26407839851,0
468902.065594604,51355.06549014515,0
542593.9192005782,74363.99597478594,0
92397.13764372499,31713.379634898796,0
148817.78381157463,74969.74499874642,0
240551.68332949694,6862.760816936319,0
356577.8220595894,68340.56985839462,0
135749.57600124786,73382.97884152539,0
97756.66396369801,42276.848173486695,0
3835.160061017834,40622.13214443124,0
646661.8863584354,84008.629214469,0
557684.9991248506,30892.83316784993,0
193783.87673684614,36156.84717595222,0
67460.96831649895,45322.35382738924,0
153482.10355306402,11758.64382578612,0
193698.13401535503,18084.9423774198,0
30612.87037480129,54171.068565111724,0
565418.9181927604,24133.795050105233,0
302058.4956973158,30373.922698236165,0
392582.9315649737,10030.19361132438,0
101172.65162815536,49197.26204425605,0
569156.4740441691,22954.809536001685,0
189335.56823659316,2502.64002770515,0
254152.3564703257,71361.95410740086,0
230218.06658591816,27302.08584324536,0
481983.78841599246,55170.48619583011,0
686103.4297516209,47597.31845467525,0
553930.8046631125,23794.393329559836,0
402259.12374690804,18807.330272386724,0
220917.68424714665,51031.71330015782,0
136233.5553279359,23290.21568865487,0
73995.39234090324,64839.30336035292,0
18855.81617410892,90951.97867051173,0
665875.4031471089,28455.637649433742,0
393723.6571451132,38959.52504695477,0
30359.370856861966,512.9162147021526,0
18128.31230092371,99577.24991181045,0
324282.7625596405,33420.37736399969,0
236994.56917847914,90359.62851852734,0
195543.4130757176,24610.63908054122,0
351056.11904765456,86197.0791801023,0
380702.87472073775,49960.533980477914,0
281707.4943977423,57364.83363036823,0
516547.00558388076,90516.96969512526,0
682616.4878848607,88029.28413284701,0
138141.6886474883,99181.98232473436,0
404088.64876768994,56655.49771937278,0
250679.75791008963,54209.772034838454,0
45396.56755234414,50647.43870242934,0
253887.68232656003,79383.87645346312,0
275703.1182264081,50961.958782125046,0
151262.45424124404,77714.99016549898,0
453807.6987310866,36053.20218196333,0
282414.2303611005,12085.836368779068,0
86997.1213518155,1198.376363633069,0
160414.13621956325,14999.822868156498,0
453364.55049964966,35006.083074502414,0
669512.5706647596,27363.509225471127,0
562727.2685972488,25838.049758415436,0
676717.2608680855,72131.01707337673,0
586730.2136221677,42003.06043525202,0
379796.8823722768,55454.504107758876,0
531784.1707572085,53138.33795971846,0
633745.0294140374,94200.19775206425,0
511504.8224698383,51219.21221433551,0
562322.7982238199,29723.71002133333,0
173317.85347494326,15004.139817174711,0
283619.2704544906,84377.1586720039,0
644527.3980804362,79461.92774076878,0
194555.3256654411,41113.691901538186,0
480748.9771527995,14119.985740022688,0
299857.9767254624,87231.44680017179,0
723127.2222432797,79078.36883647785,0
704035.0195729961,65121.39735639877,0
95993.78403342163,67868.41493511993,0
605406.6871923695,80426.4355506532,0
332137.3044601238,30070.802610415838,0
497919.6413648003,43380.78819038654,0
135979.39635348495,75411.10380836674,0
413340.56680334214,20245.610326158803,0
122920.29269110152,81013.24576546765,0
316850.4535904935,94504.71285973718,0
678225.3677372427,94279.60477602619,0
271814.1050414064,79071.40796787087,0
31827.99465255942,9162.96408510323,0
673466.1370961901,10348.46990281797,0
210556.63304750872,14552.156937778715,0
731585.0868197427,95311.79527994271,0
642468.1630622919,88723.01005090994,0
445369.54118272214,23077.97309410148,0
185820.43218088074,58779.90536262229,0
733414.5034414426,39459.973132598934,0
736832.1485551485,3573.86670762021,0
295144.23779184057,55274.52754694906,0
673614.6748815598,5478.842445782439,0
578772.1936574755,29456.12610734324,0
560580.1838311561,63459.22445439768,0
3814.608511880424,66409.94415837934,0
459126.75772589963,93058.82955979172,0
368668.4476297174,27240.70648801026,0
145370.58429889946,91352.37280852527,0
427046.72230814816,458.0001497087371,0
603647.6733917614,53137.66592026166,0
456341.4523874416,6651.473500957916,0
460392.0339240865,27546.322069065045,0
593149.6077982562,60852.53718302479,0
601564.8661372188,99531.00050369065,0
279648.3460676734,73694.67846305532,0
270615.1307150788,57188.96529566988,0
372735.5124587496,48888.26956077831,0
618763.9475008276,95683.31298014517,0
527522.5194913505,17071.030118541497,0
317782.2183755596,90290.3458689577,0
744528.3838155275,89184.84612740729,0
77004.79680309491,11066.42433042544,0
285189.7022068986,41243.62749760472,0
741857.5305749009,89601.13551849058,0
371398.43543090613,70533.15353332898,0
310296.2671629666,42330.28840328438,0
321556.3628438217,797.2196643092789,0
443035.7941423251,54469.219160135995,0
533739.9140544357,61753.21773822985,0
36615.598237633996,53808.44833870448,0
294338.4373034309,49618.556979440444,0
227316.39863724165,85668.15349986272,0
180479.8724817092,46088.376549172914,0
102510.05143881305,50435.914749140145,0
594766.0381868952,3279.136153167872,0
715660.9443510375,89255.94310485516,0
92807.66221160705,78292.24327124724,0
478539.46482295275,76555.15564901078,0
84431.48488790578,98602.71166823793,0
596703.9329148389,90090.86746109919,0
324900.329524696,70129.66346894811,0
478153.33497381065,16032.968889973987,0
661524.1592802559,30981.507047849642,0
435526.24130197236,91879.7538867891,0
450300.0248762458,92510.43057760017,0
41091.435679708185,20911.648330135,0
408334.14662585646,67574.30882697382,0
302448.08986330166,70517.46312786847,0
426548.97135069565,21442.17826860446,0
177193.16576563855,67700.72876111585,0
357132.88127161213,58675.5077327832,0
370238.1192633573,66698.23064147843,0
549056.7023973521,99042.6993649614,0
39218.676828252304,61039.088785559914,0
333132.4885272882,79306.15463449799,0
610640.3027538117,54672.15905509949,0
235099.88299888512,86271.97247132316,0
527826.6543715802,45831.678448437,0
614294.4169814789,85243.69152854008,0
350110.91661745735,87944.86110038614,0
225144.9379680788,92418.62077014479,0
5035.483606627422,7308.531925754369,0
298771.19449331885,17212.346667634425,0
504270.3101881968,19126.13992627711,0
387453.62351430213,68656.12103621765,0
522339.08663001435,22312.740534929188,0
607229.2459511908,48231.74157251133,0
326987.0324692108,67093.16916444393,0
696907.0348806666,95591.59080159363,0
243630.49965660402,33961.606337845784,0
641393.0910538952,7227.235060623049,0
448897.6806442302,52197.4417225523,0
500952.8858928963,17889.456733830677,0
400034.408197129,8625.564524388274,0
722519.5045364065,75076.9682379234,0
371473.2065505755,79662.80002386324,0
348960.35188433854,69779.5316537481,0
229114.5866217136,92795.9923646865,0
16378.881023858066,35482.580347838266,0
349768.06697129697,62107.98344178344,0
496682.3440211792,67624.10131939937,0
707618.9108990171,21772.965709968117,0
667028.0294866974,45750.55149960874,0
745523.1046910827,6127.437264228852,0
346498.42986265017,6521.3420126399415,0
313177.3459794325,56987.90797049419,0
514853.889691254,71560.18108100291,0
121676.16036273915,87432.76465837013,0
616324.7897960499,53129.20079954262,0
171418.07919206462,31823.519358164533,0
130693.23197549151,95784.24161996234,0
622253.6778452013,92432.03219891337,0
353561.53407309426,2132.9928114092068,0
699761.0858540662,34923.2086650473,0
634200.8685737061,64283.255475933685,0
681196.9515026753,84587.57687324563,0
36611.3892723825,53771.36817931299,0
123665.81065865135,34777.54771296459,0
390591.6687300884,95670.97963791263,0
669233.7518969537,63744.035012486456,0
661119.882895898,73656.61585061702,0
688199.03196167,7474.665621047405,0
324661.08169640857,70298.5860962274,0
130068.57821990114,5399.029136216837,0
417134.46264220524,54937.44312493386,0
35565.934198755866,16831.495798681983,0
383224.3235117752,56027.49392296808,0
262952.77574948734,16587.90500551546,0
563094.0318015326,59189.45409563951,0
9115.708760846692,56870.22822573342,0
509954.62099025946,48128.71913626848,0
508652.9709830799,10010.211952050586,0
123673.18778131118,16674.442496152642,0
621705.128358152,13826.163980620488,0
291382.44756921666,22021.679980532404,0
65945.91924647015,11853.142242718151,0
396846.9410928687,10258.359058974598,0
667272.4742916048,65600.43888833643,0
250807.37167017546,35725.99598772459,0
35190.98665054065,93478.7589212342,0
126202.21018551294,15322.009672911952,0
385958.844749913,35096.710197235625,0
342682.86336939776,51316.95935022901,0
407625.0147821151,35144.41956738482,0
167303.86574095066,28687.928492057956,0
509066.29751568136,32850.40727156365,0
185378.74272863026,10497.09521857145,0
741567.129659349,28271.531830805652,0
165414.35990067324,87936.89506944992,0
516407.46226442663,55967.509378459516,0
90795.69070165991,75422.7942700517,0
439518.13600567024,82840.06299439952,0
343586.30411181896,25777.65063191144,0
126155.41913192546,29612.54642339012,0
626613.6846904114,61354.19409209168,0
409045.25093638524,23330.477253064742,0
505736.0166719154,49476.8994176861,0
221585.7277481348,25294.810365518926,0
23848.82155068857,81486.67936598328,0
574279.2138883683,41834.761923598184,0
469432.29342013045,24008.500297555056,0
380687.5183033363,32587.242348104784,0
455441.9825849371,70036.08439506506,0
603988.7594061707,10342.278173516672,0
681224.3065912429,69289.22275219427,0
373315.4814605345,29286.809684197535,0
745357.138920814,23802.48601278331,0
660823.3108611031,5123.371560529344,0
286368.0651162311,76046.7878014429,0
244361.55063649607,93312.45123397066,0
319892.2618230019,81582.13823237666,0
395762.09326283267,15726.47333650864,0
123400.0225923329,17415.773456163253,0
527017.9662365465,40949.557458429,0
359262.1099758528,78163.6923773641,0
523118.23194617894,81275.59923155996,0
547959.5302491309,33644.085060521335,0
351381.29115632334,95412.80822478332,0
472815.569632994,63965.503746293216,0
634937.536741449,96420.06667937842,0
670178.282010102,92967.5317930174,0
131046.38320441186,99578.7995649755,0
464595.0122690957,49425.29029313549,0
149244.63420853455,28214.54291992297,0
547896.3730532794,87447.47262562255,0
53974.28384741881,16249.253504872153,0
464269.4607768051,55896.17279604271,0
20777.209340629655,10160.90038457872,0
540537.6231371982,87316.19843117724,0
340014.8972508596,60427.911162630655,0
591727.9538284175,96854.36553997411,0
581199.700363197,81522.17470531451,0
645507.0970376835,94426.62348278456,0
344672.5807679529,85726.91604650162,0
281142.26106124185,69432.86716904193,0
535948.9310009626,59677.28357017938,0
719937.4353713134,61449.24792051164,0
69197.38861770739,84347.21830689257,0
714793.4919594718,79653.66695760617,0
349807.5563537963,20315.706287820158,0
439418.7015790052,81665.7432876566,0
319917.0881539641,6148.311549960117,0
669902.5720271786,15057.803778955025,0
544253.185411595,71767.8573878909,0
27529.0437871914,84039.19639064846,0
9371.05026534371,79089.92604709546,0
386885.9429123397,89761.43499027431,0
577788.1289053429,55092.939643003214,0
343278.090935565,87344.28951341464,0
741040.5199853884,12367.549813052137,0
347429.41739203193,64947.71606366373,0
203004.53628909707,18118.062246612655,0
222858.8144520038,7344.201947470352,0
524440.3303428357,39177.05531405956,0
8199.74664792253,33035.63554337636,0
631695.8407855023,91952.529968601,0
704775.28659715,50510.91886278397,0
381162.84980261687,8418.372981213051,0
341916.9669365185,32245.848393682587,0
434661.3949729512,78375.74392632855,0
171335.13936714243,58533.26808871842,0
16763.684824833148,31677.921010677957,0
454471.6418086645,12080.050765582417,0
94599.3664698564,96097.48143503317,0
564787.6567511915,20656.944570288917,0
358544.9812474298,23348.454134555286,0
397311.1108311455,86806.78153433824,0
373565.1048884193,26187.915339369483,0
499668.3715856471,1566.8759992258363,0
386423.0767964275,72974.26635105869,0
342937.3208838093,61899.678630229995,0
701923.4537804169,27861.695718871637,0
609275.5981030801,20414.964404437796,0
18740.60210848502,86775.95615602063,0
116952.07887620646,97550.10669113514,0
362314.59297585045,34112.3435636146,0
86632.05425510243,40973.18578014814,0
23976.8794435897,25644.475647200838,0
159253.45959898725,99960.38196044399,0
245717.37363304856,84426.83345858764,0
631916.4663130543,57059.06424668252,0
685118.8922143077,84143.32599887802,0
574600.7430550214,42692.79027450459,0
486876.2880665175,89274.63752159623,0
608594.367241885,37444.46989902112,0
371550.2167429434,7111.6863664034245,0
12419.539180079126,56619.256486758015,0
420282.033815978,54286.43130636643,0
345753.53054828144,89634.80643831434,0
412126.39010308497,35879.49896148723,0
2665.1574462671633,49636.43770569501,0
353905.57722078555,27593.390862240918,0
447681.2657095428,24133.047037478627,0
672787.7670223145,95676.71185636135,0
179037.34970442086,11127.10713373367,0
524199.6086307767,54900.23731298169,0
659256.4018637416,91563.63826013377,0
314207.71884955454,8985.844453375936,0
448214.7646587585,9852.960654687937,0
38518.59399354621,4525.737584326561,0
628326.3755566564,69958.84316680342,0
191966.18210829678,68632.1442843953,0
454257.9831283392,82932.03782093198,0
368580.5906524631,81700.01328799274,0
633176.4250347518,85506.77787900086,0
669463.8085954204,41857.84440719709,0
432983.3065503012,69921.09193354922,0
147756.4639451779,46080.79765512958,0
535277.0456426332,29619.838096858886,0
736754.4220710087,22089.844753395915,0
259402.428736192,61992.0380310714,0
420105.90851864545,2086.4016355304216,0
106887.62189194742,2852.5270145740133,0
543752.1185081189,10484.93075782364,0
112038.8822562939,4841.757309012051,0
60890.83258042591,58050.48331492893,0
340887.71404180955,14053.505244033926,0
158837.44298629506,48215.66286175158,0
199001.09663431183,69866.50011210222,0
221882.42912987157,95850.00826079909,0
511562.1085815969,56963.83202471161,0
432815.8402500392,94519.39278217894,0
572912.4952811484,344.9930929020351,0
196073.18123276733,35075.95025863447,0
601719.0857837953,4255.094358035915,0
450697.3136685293,30185.6138363634,0
366493.80815681187,88483.88686257412,0
128401.34485803003,55216.4395169082,0
126859.97470802357,66278.33476681575,0
168000.75545762727,39608.257185698756,0
712736.1484613335,52498.24895344905,0
183016.30557671358,98309.47416301623,0
569719.2595546697,32014.96906848238,0
270630.8827162593,10789.002451730734,0
420488.2026059688,89988.39321353783,0
495964.1621204721,70562.84450095834,0
574605.284944477,98113.3948273704,0
100559.3656180899,46187.302173200274,0
502886.77058741363,3365.8371147080034,0
